race,gender,age,job_title,state,city,zip_code,Salary
White,Female,69,Community Outreach Specialist,New York,Albany,12210,"$53,901.65 "
White,Female,50,Web Designer,New York,New York City,10155,"$275,813.33 "
White,Male,53,Systems Administrator,New York,Albany,12247,"$74,516.69 "
Black,Female,28,Teacher,New York,Albany,12262,"$247,381.25 "
Other,Female,20,Environmental Tech,New York,Flushing,11355,"$249,358.53 "
Black,Male,32,Recruiting Manager,New York,New York City,10115,"$64,409.71 "
Black,Male,43,Electrician,New York,Rochester,14609,"$200,805.31 "
White,Male,27,Research Assistant,New York,Jamaica,11480,"$56,211.64 "
Hispanic,Female,62,Software Developer,New York,New York City,10034,"$79,472.46 "
White,Female,33,Editor,New York,Buffalo,14210,"$78,031.20 "
White,Female,18,Software Developer,New York,Buffalo,14220,"$261,489.35 "
Hispanic,Female,50,Electrician,New York,New York City,10275,"$175,660.04 "
Black,Female,38,Staff Scientist,New York,White Plains,10633,"$245,672.65 "
White,Female,64,Buget Analyst,New York,New York City,10120,"$157,443.32 "
White,Female,52,Senior Editor,New York,New York City,10150,"$106,332.53 "
Black,Female,70,Electrician,New York,Buffalo,14225,"$250,402.05 "
Hispanic,Female,58,VP Marketing,New York,Mount Vernon,10557,"$153,435.54 "
White,Male,28,Statistician,New York,Jamaica,11407,"$254,637.90 "
White,Male,53,Human Resources,New York,Jamaica,11480,"$86,607.51 "
White,Male,26,Environmental Tech,New York,Jamaica,11499,"$107,168.81 "
White,Male,60,Nurse Practicioner,New York,Syracuse,13224,"$73,165.43 "
Hispanic,Male,60,Payment Adjustment Coordinator,New York,Port Washington,11054,"$72,974.97 "
White,Female,60,Junior Executive,New York,New York City,10060,"$145,148.68 "
White,Female,57,Account Coordinator,New York,Albany,12237,"$203,266.83 "
White,Male,56,Software Developer,New York,Syracuse,13224,"$93,830.33 "
White,Male,52,Food Chemist,New York,Schenectady,12305,"$173,347.63 "
White,Female,46,Desktop Support Technician,New York,Syracuse,13251,"$75,458.81 "
White,Female,54,Electrician,New York,Brooklyn,11254,"$245,115.14 "
White,Female,19,Executive Secretary,New York,Albany,12222,"$278,105.32 "
Hispanic,Female,40,Speech Pathologist,New York,Rochester,14624,"$96,970.05 "
White,Female,56,Software Developer,New York,New York City,10292,"$131,218.08 "
White,Female,19,VP Marketing,New York,Brooklyn,11231,"$185,231.58 "
White,Male,30,Marketing Manager,New York,Jamaica,11407,"$104,242.86 "
White,Female,58,Professor,New York,Buffalo,14205,"$207,290.39 "
White,Male,20,Help Desk Operator,New York,Jamaica,11447,"$30,058.44 "
Asian,Male,43,Automation Specialist,New York,New York City,10150,"$136,087.54 "
White,Female,65,Account Coordinator,New York,New York City,10165,"$129,786.37 "
White,Male,48,Marketing Assistant,New York,Schenectady,12305,"$237,416.58 "
White,Female,60,Electrician,New York,Syracuse,13205,"$129,333.35 "
White,Female,65,Desktop Support Technician,New York,New York City,10280,"$298,554.23 "
Black,Male,67,Senior Cost Accountant,New York,Jamaica,11407,"$277,826.72 "
White,Female,51,Assistant Manager,New York,Albany,12222,"$86,938.63 "
White,Male,69,Geologist,New York,Rochester,14652,"$201,990.17 "
Black,Male,19,Nurse Practicioner,New York,Bronx,10454,"$275,743.98 "
White,Female,47,Office Assistant,New York,Bronx,10474,"$69,834.14 "
Asian,Female,25,Health Coach,New York,New York City,10203,"$161,832.02 "
White,Male,61,Electrician,New York,Buffalo,14220,"$298,606.90 "
White,Male,50,Marketing Assistant,New York,Staten Island,10305,"$164,864.43 "
Black,Male,24,Software Developer,New York,New York City,10019,"$166,186.94 "
White,Female,62,Account Coordinator,New York,White Plains,10633,"$53,756.32 "
White,Male,55,Buget Analyst,New York,Jamaica,11431,"$199,177.07 "
Hispanic,Male,56,Senior Financial Analyst,New York,New York City,10090,"$73,105.63 "
Hispanic,Male,36,Executive Assistant,New York,New York City,10120,"$49,192.14 "
White,Female,60,Desktop Support Technician,New York,Brooklyn,11220,"$153,924.15 "
Hispanic,Female,39,Junior Executive,New York,Albany,12227,"$213,896.74 "
White,Male,31,Accountant,New York,New York City,10115,"$164,509.00 "
White,Female,62,Paralegal,New York,New York City,10024,"$30,082.29 "
White,Female,56,Software Developer,New York,Yonkers,10705,"$297,437.11 "
White,Female,50,Speech Pathologist,New York,New York City,10060,"$245,506.17 "
White,Male,33,Executive Assistant,New York,Rochester,14609,"$214,427.93 "
White,Male,67,Electrician,New York,Buffalo,14225,"$30,499.89 "
White,Male,39,Account Executive,New York,Buffalo,14269,"$173,657.41 "
White,Male,53,Electrician,New York,New York City,10175,"$130,973.50 "
Asian,Male,69,Software Developer,New York,Albany,12237,"$148,544.65 "
Black,Female,66,Cost Accountant,New York,New York City,10184,"$143,146.99 "
White,Female,49,Senior Financial Analyst,New York,Buffalo,14220,"$48,403.63 "
White,Female,35,Database Administrator,New York,New York City,10175,"$152,850.54 "
Hispanic,Male,54,Business Systems Development Analyst,New York,Bronx,10464,"$293,287.50 "
White,Male,47,Recruiting Manager,New York,Syracuse,13205,"$290,161.35 "
Hispanic,Female,43,Database Administrator,New York,Bronx,10459,"$233,606.39 "
White,Female,34,Administrative Officer,New York,Albany,12227,"$177,703.92 "
Black,Female,68,Nurse Practicioner,New York,Staten Island,10310,"$182,009.44 "
White,Male,46,Accountant,New York,Brooklyn,11254,"$45,837.17 "
Black,Male,41,Systems Administrator,New York,Brooklyn,11231,"$208,725.94 "
White,Male,48,Software Developer,New York,Albany,12242,"$115,891.35 "
White,Male,54,Assistant Manager,New York,Syracuse,13205,"$229,286.27 "
Hispanic,Female,63,Electrician,New York,Buffalo,14210,"$153,510.14 "
White,Female,66,Financial Analyst,New York,Albany,12232,"$253,600.80 "
White,Male,19,Social Worker,New York,New York City,10115,"$28,579.84 "
White,Male,35,Senior Cost Accountant,New York,Buffalo,14210,"$80,317.94 "
White,Male,53,Software Developer,New York,Bronx,10469,"$125,448.00 "
Asian,Female,29,Financial Advisor,New York,New York City,10060,"$249,493.13 "
White,Male,39,Software Developer,New York,Albany,12227,"$281,196.17 "
White,Male,19,VP Marketing,New York,Rochester,14619,"$212,008.38 "
White,Male,65,Food Chemist,New York,Rochester,14609,"$143,556.14 "
White,Male,44,General Manager,New York,Utica,13505,"$231,267.87 "
Hispanic,Female,22,Senior Developer,New York,New York City,10270,"$175,072.55 "
White,Female,44,Food Chemist,New York,White Plains,10606,"$253,698.41 "
White,Male,50,VP Marketing,New York,Buffalo,14225,"$34,956.22 "
White,Male,26,Office Assistant,New York,New York City,10249,"$86,975.87 "
White,Male,33,Office Assistant,New York,New York City,10029,"$222,946.45 "
White,Female,27,VP Quality Control,New York,Buffalo,14233,"$80,249.44 "
Black,Female,27,Physical Therapy Assistant,New York,Albany,12247,"$59,426.61 "
White,Female,70,Tax Accountant,New York,New York City,10203,"$126,742.25 "
White,Male,44,Electrician,New York,Buffalo,14215,"$226,100.47 "
White,Male,39,Research Assistant,New York,Albany,12255,"$181,602.50 "
Hispanic,Female,51,Office Assistant,New York,Rochester,14639,"$293,262.92 "
White,Female,39,Electrician,New York,New York City,10110,"$183,361.24 "
Hispanic,Male,19,Buget Analyst,New York,Schenectady,12305,"$43,714.59 "
White,Female,38,Software Developer,New York,Albany,12242,"$191,663.99 "
White,Male,69,VP Sales,New York,New York City,10090,"$84,548.48 "
White,Female,70,Marketing Assistant,New York,New York City,10039,"$274,750.10 "
Black,Male,52,Assistant Professor,New York,Mount Vernon,10557,"$222,232.26 "
White,Female,35,Web Designer,New York,New York City,10024,"$175,089.21 "
Black,Male,28,Sales Associate,New York,New York City,10203,"$181,587.22 "
White,Male,67,Clinical Specialist,New York,New York City,10034,"$278,357.90 "
White,Male,38,Business Systems Development Analyst,New York,Jamaica,11407,"$107,035.04 "
White,Female,70,Statistician,New York,Yonkers,10705,"$244,283.31 "
White,Male,71,Human Resources,New York,Brooklyn,11241,"$108,565.61 "
Asian,Female,30,Assistant Professor,New York,New York City,10155,"$133,678.63 "
Black,Female,55,General Manager,New York,Buffalo,14269,"$60,200.21 "
Black,Female,46,Librarian,New York,Albany,12210,"$116,773.24 "
Hispanic,Female,48,Staff Scientist,New York,White Plains,10606,"$40,794.23 "
White,Male,29,Software Developer,New York,Jamaica,11407,"$281,195.34 "
Black,Female,67,VP Marketing,New York,Rochester,14646,"$182,178.13 "
White,Female,60,Quality Control Specialist,New York,Buffalo,14233,"$275,811.47 "
White,Female,56,Staff Scientist,New York,Syracuse,13224,"$268,971.28 "
White,Female,45,Registered Nurse,New York,New York City,10039,"$235,510.57 "
White,Female,70,Accountant,New York,Rochester,14639,"$251,032.76 "
White,Male,32,Recruiting Manager,New York,New Hyde Park,11044,"$224,701.44 "
White,Female,50,Occupational Therapist,New York,Flushing,11388,"$202,180.61 "
White,Male,27,Safety Technician,New York,Utica,13505,"$212,753.57 "
Black,Male,59,Teacher,New York,Bronx,10454,"$298,431.67 "
White,Female,21,Environmental Specialist,New York,New York City,10019,"$265,396.82 "
American Indian & Alaska Native,Female,29,Sales Associate,New York,New York City,10099,"$211,962.96 "
White,Female,55,Associate Professor,New York,Rochester,14609,"$85,429.57 "
Hispanic,Female,36,Research Assistant,New York,New York City,10090,"$233,872.93 "
White,Male,24,Human Resources,New York,Mount Vernon,10557,"$116,446.56 "
Asian,Male,18,Registered Nurse,New York,Buffalo,14233,"$155,218.81 "
White,Female,53,Sales Associate,New York,New York City,10125,"$252,576.82 "
White,Female,51,VP Marketing,New York,Buffalo,14263,"$248,108.70 "
White,Male,31,Sales Associate,New York,Syracuse,13251,"$254,852.87 "
Black,Male,59,Marketing Manager,New York,Brooklyn,11247,"$117,085.23 "
Asian,Male,31,Automation Specialist,New York,New York City,10099,"$217,485.07 "
Black,Female,57,Professor,New York,New York City,10004,"$165,484.81 "
Asian,Male,69,Sales Associate,New York,Staten Island,10310,"$89,206.38 "
White,Male,47,Software Developer,New York,Albany,12255,"$215,747.74 "
Hispanic,Female,50,Sales Associate,New York,Utica,13505,"$99,573.17 "
Hispanic,Female,42,Operator,New York,New York City,10280,"$114,167.84 "
Asian,Male,31,Help Desk Operator,New York,Buffalo,14205,"$50,538.09 "
White,Female,21,Software Developer,New York,Albany,12210,"$38,657.93 "
Black,Male,55,Software Developer,New York,New York City,10260,"$198,512.96 "
White,Female,59,Sales Representative,New York,New York City,10120,"$48,505.56 "
White,Male,35,Accountant,New York,White Plains,10606,"$223,992.56 "
Black,Female,29,Web Designer,New York,New York City,10131,"$27,732.07 "
Black,Male,63,Web Designer,New York,Albany,12205,"$79,228.10 "
White,Female,50,GIS Technical Architect,New York,Brooklyn,11231,"$235,179.97 "
Hispanic,Male,41,Teacher,New York,New York City,10034,"$253,902.07 "
White,Female,30,VP Accounting,New York,New York City,10060,"$285,058.71 "
White,Male,66,Director of Sales,New York,Jamaica,11436,"$250,169.25 "
White,Female,43,Human Resources,New York,Buffalo,14269,"$32,262.15 "
White,Male,45,Director of Sales,New York,Rochester,14619,"$227,827.43 "
White,Female,42,Librarian,New York,New York City,10034,"$257,130.45 "
White,Male,19,Executive Secretary,New York,Bronx,10454,"$296,241.37 "
White,Male,49,Software Developer,New York,New York City,10270,"$137,593.16 "
White,Male,61,VP Product Management,New York,Jamaica,11480,"$83,398.85 "
Hispanic,Female,71,Research Nurse,New York,New York City,10155,"$277,772.84 "
White,Male,34,Assistant Manager,New York,Buffalo,14225,"$78,285.98 "
Hispanic,Male,47,Sales Associate,New York,New York City,10004,"$263,063.04 "
White,Male,19,Sales Associate,New York,New York City,10034,"$69,489.46 "
Hispanic,Female,62,VP Product Management,New York,New York City,10203,"$228,730.75 "
White,Male,27,Help Desk Technician,New York,Rochester,14683,"$132,216.88 "
White,Female,39,Administrative Officer,New York,Bronx,10459,"$214,201.22 "
Black,Male,28,Environmental Specialist,New York,New York City,10131,"$183,241.04 "
White,Male,53,Safety Technician,New York,Buffalo,14210,"$296,451.71 "
White,Female,45,Financial Analyst,New York,Jamaica,11447,"$146,291.75 "
Hispanic,Female,37,Assistant Professor,New York,Albany,12262,"$154,227.20 "
Hispanic,Male,50,Executive Secretary,New York,Brooklyn,11236,"$207,860.08 "
White,Female,41,Physical Therapy Assistant,New York,New York City,10024,"$44,491.56 "
White,Male,30,Biostatistician,New York,Schenectady,12305,"$40,106.88 "
White,Female,50,Recruiter,New York,Brooklyn,11215,"$119,854.55 "
White,Female,30,Assistant Media Planner,New York,Albany,12247,"$253,092.99 "
Black,Female,53,Associate Professor,New York,Albany,12205,"$75,284.95 "
White,Male,21,Web Designer,New York,Jamaica,11499,"$210,843.74 "
White,Male,65,Marketing Assistant,New York,Albany,12247,"$34,635.32 "
Asian,Male,31,Account Coordinator,New York,Mount Vernon,10557,"$285,047.58 "
Hispanic,Male,30,Sales Associate,New York,New York City,10120,"$292,499.87 "
Hispanic,Male,24,Human Resources,New York,Buffalo,14276,"$123,971.21 "
Hispanic,Female,20,Editor,New York,New York City,10270,"$264,798.49 "
White,Male,64,Sales Associate,New York,New York City,10160,"$150,471.86 "
White,Female,48,Sales Associate,New York,Albany,12237,"$84,556.18 "
White,Male,37,Sales Associate,New York,New York City,10019,"$65,775.18 "
White,Female,28,Occupational Therapist,New York,New York City,10014,"$224,541.19 "
Asian,Male,59,Recruiting Manager,New York,New York City,10105,"$140,110.87 "
White,Male,25,Software Developer,New York,Brooklyn,11215,"$205,155.05 "
White,Male,55,Associate Professor,New York,New York City,10203,"$27,767.08 "
Black,Female,19,Software Developer,New York,Brooklyn,11254,"$97,827.86 "
Hispanic,Male,32,Assistant Manager,New York,Staten Island,10305,"$260,204.48 "
Hispanic,Female,63,Software Developer,New York,New York City,10019,"$79,788.07 "
Hispanic,Female,39,Administrative Officer,New York,Jamaica,11470,"$245,246.33 "
White,Female,45,Software Developer,New York,Rochester,14652,"$65,507.67 "
White,Male,27,Dental Hygienist,New York,Brooklyn,11205,"$43,226.97 "
Hispanic,Female,41,Dental Hygienist,New York,Bronx,10469,"$291,607.62 "
Asian,Male,18,Community Outreach Specialist,New York,New Hyde Park,11044,"$82,195.73 "
Asian,Male,46,Software Developer,New York,Syracuse,13217,"$92,484.05 "
White,Female,68,Environmental Tech,New York,Hicksville,11854,"$223,739.27 "
American Indian & Alaska Native,Male,54,Buget Analyst,New York,New York City,10280,"$278,040.72 "
White,Male,49,Assistant Media Planner,New York,Rochester,14683,"$238,927.28 "
White,Female,41,Sales Associate,New York,Flushing,11355,"$283,905.57 "
White,Male,59,Sales Associate,New York,Albany,12237,"$120,076.87 "
White,Male,51,Environmental Specialist,New York,New York City,10175,"$208,304.81 "
White,Female,68,Help Desk Technician,New York,Utica,13505,"$31,590.57 "
White,Female,49,Actuary,New York,Buffalo,14263,"$47,512.29 "
Hispanic,Male,57,GIS Technical Architect,New York,New York City,10099,"$163,901.46 "
White,Female,49,Software Developer,New York,Mount Vernon,10557,"$230,681.10 "
Black,Female,49,Account Coordinator,New York,New York City,10009,"$247,451.00 "
White,Male,47,Information Systems Manager,New York,Syracuse,13217,"$99,928.91 "
White,Female,35,Research Assistant,New York,Syracuse,13251,"$158,410.59 "
White,Female,42,Operator,New York,Brooklyn,11241,"$48,243.90 "
White,Male,49,VP Sales,New York,New York City,10203,"$276,542.16 "
White,Female,37,Health Coach,New York,Albany,12227,"$250,457.82 "
White,Male,56,Compensation Analyst,New York,Albany,12205,"$160,621.84 "
White,Male,26,Registered Nurse,New York,Buffalo,14220,"$83,235.06 "
White,Male,22,Junior Executive,New York,Brooklyn,11205,"$117,178.69 "
Asian,Female,26,Biostatistician,New York,New York City,10150,"$117,003.81 "
White,Female,35,General Manager,New York,New York City,10115,"$175,051.47 "
Hispanic,Male,63,Research Associate,New York,New York City,10014,"$48,152.71 "
Black,Female,68,Accountant,New York,Albany,12227,"$125,643.38 "
White,Female,52,Pharmacist,New York,Flushing,11355,"$201,671.49 "
Hispanic,Female,43,Payment Adjustment Coordinator,New York,New York City,10292,"$125,575.60 "
Hispanic,Female,55,Web Designer,New York,Albany,12242,"$54,261.53 "
White,Female,24,Software Developer,New York,Buffalo,14263,"$140,568.76 "
White,Male,37,Professor,New York,Brooklyn,11236,"$194,399.94 "
Black,Female,61,Recruiter,New York,Flushing,11388,"$185,427.49 "
Hispanic,Female,34,Environmental Tech,New York,Hicksville,11854,"$256,119.84 "
White,Male,35,VP Sales,New York,New York City,10090,"$31,787.68 "
White,Male,50,Software Developer,New York,Syracuse,13217,"$286,146.59 "
White,Female,24,Quality Control Specialist,New York,New York City,10260,"$224,047.14 "
Hispanic,Male,42,Research Assistant,New York,New York City,10184,"$202,366.82 "
Hispanic,Male,47,Sales Associate,New York,New York City,10039,"$142,381.32 "
Hispanic,Male,33,Research Assistant,New York,Bronx,10459,"$135,963.85 "
White,Male,68,VP Product Management,New York,Rochester,14609,"$109,036.44 "
White,Male,33,Director of Sales,New York,White Plains,10633,"$138,270.78 "
White,Male,26,Database Administrator,New York,Elmira,14905,"$169,201.41 "
White,Male,31,Geologist,New York,Jamaica,11431,"$187,112.30 "
White,Female,41,Software Developer,New York,Syracuse,13205,"$231,207.91 "
White,Male,31,Administrative Officer,New York,White Plains,10606,"$46,727.43 "
White,Male,49,Financial Advisor,New York,Rochester,14624,"$195,082.77 "
White,Male,33,Biostatistician,New York,Buffalo,14263,"$33,293.64 "
White,Female,54,Legal Assistant,New York,New York City,10131,"$165,480.43 "
Hispanic,Male,18,Teacher,New York,New York City,10120,"$196,890.37 "
Hispanic,Female,34,Environmental Tech,New York,Brooklyn,11225,"$283,751.50 "
White,Male,31,Recruiter,New York,Rochester,14614,"$151,037.52 "
White,Female,22,Business Systems Development Analyst,New York,Bronx,10474,"$70,767.14 "
Asian,Male,35,Assistant Professor,New York,Albany,12232,"$68,852.76 "
White,Female,40,Environmental Tech,New York,Rochester,14609,"$215,158.24 "
White,Male,30,Web Designer,New York,New York City,10029,"$196,187.65 "
Hispanic,Female,26,Sales Associate,New York,Rochester,14619,"$43,370.24 "
White,Male,23,Software Consultant,New York,Albany,12262,"$29,807.46 "
White,Male,37,Sales Associate,New York,Jamaica,11447,"$33,338.63 "
Black,Male,20,Environmental Specialist,New York,New York City,10280,"$193,452.25 "
Hispanic,Male,67,Staff Scientist,New York,New York City,10260,"$237,201.18 "
White,Male,44,Tax Accountant,New York,Brooklyn,11254,"$162,060.56 "
White,Female,37,Software Developer,New York,Buffalo,14215,"$256,243.79 "
Hispanic,Male,61,Professor,New York,Brooklyn,11231,"$151,064.50 "
Black,Female,59,Financial Advisor,New York,Great Neck,11024,"$30,641.84 "
White,Male,46,Recruiter,New York,New York City,10292,"$66,209.76 "
White,Female,68,Assistant Media Planner,New York,Syracuse,13251,"$282,099.89 "
Hispanic,Male,29,Physical Therapy Assistant,New York,Elmira,14905,"$212,354.19 "
Hispanic,Female,61,Teacher,New York,Rochester,14614,"$242,285.27 "
White,Male,46,Senior Editor,New York,New York City,10125,"$221,237.43 "
Asian,Female,31,Professor,New York,Hicksville,11854,"$146,326.83 "
White,Male,32,Sales Associate,New York,Brooklyn,11241,"$236,944.73 "
Other,Female,29,GIS Technical Architect,New York,Jamaica,11470,"$269,357.15 "
Black,Female,68,Sales Associate,New York,Brooklyn,11231,"$57,808.10 "
White,Male,31,Sales Representative,New York,White Plains,10633,"$90,742.46 "
White,Female,42,Junior Executive,New York,New York City,10203,"$167,339.85 "
Other,Male,44,Senior Editor,New York,New York City,10249,"$129,142.05 "
White,Male,35,Dental Hygienist,New York,New York City,10039,"$158,814.63 "
White,Female,58,Assistant Manager,New York,Albany,12255,"$206,752.15 "
White,Male,49,Teacher,New York,Great Neck,11024,"$294,037.69 "
White,Female,23,Associate Professor,New York,Albany,12205,"$230,214.93 "
White,Male,67,Legal Assistant,New York,New York City,10090,"$97,660.44 "
White,Male,31,Software Developer,New York,New York City,10292,"$293,551.88 "
White,Female,49,Sales Associate,New York,Yonkers,10705,"$237,402.22 "
Black,Female,67,Staff Scientist,New York,Buffalo,14269,"$244,486.08 "
Hispanic,Male,38,Research Nurse,New York,New York City,10014,"$255,324.64 "
White,Female,27,Cost Accountant,New York,Brooklyn,11254,"$164,443.60 "
Black,Male,60,Administrative Officer,New York,New York City,10060,"$125,771.08 "
White,Female,55,VP Quality Control,New York,Buffalo,14215,"$126,446.83 "
Black,Male,30,Automation Specialist,New York,New York City,10019,"$273,173.79 "
Asian,Male,67,Geologist,New York,New York City,10024,"$161,936.73 "
White,Female,57,Technical Writer,New York,Bronx,10459,"$113,603.18 "
Hispanic,Female,44,VP Marketing,New York,Albany,12255,"$203,057.79 "
White,Female,44,VP Marketing,New York,Elmira,14905,"$204,019.84 "
White,Male,46,Software Developer,New York,New York City,10110,"$191,249.13 "
White,Male,62,VP Marketing,New York,Rochester,14639,"$91,290.48 "
White,Female,66,Senior Developer,New York,Brooklyn,11205,"$55,451.32 "
White,Female,22,Legal Assistant,New York,Bronx,10474,"$135,442.61 "
White,Male,56,Staff Scientist,New York,Albany,12262,"$222,978.24 "
Black,Female,25,Dental Hygienist,New York,New York City,10184,"$50,737.58 "
Hispanic,Female,62,Information Systems Manager,New York,Buffalo,14269,"$29,450.65 "
Black,Female,57,General Manager,New York,Jamaica,11499,"$90,501.36 "
White,Male,53,Technical Writer,New York,Flushing,11388,"$136,889.63 "
American Indian & Alaska Native,Male,48,Safety Technician,New York,New York City,10120,"$192,378.86 "
White,Female,30,Business Systems Development Analyst,New York,Albany,12205,"$115,565.57 "
White,Female,32,VP Marketing,New York,New York City,10270,"$180,593.15 "
White,Female,61,General Manager,New York,New York City,10170,"$107,328.30 "
Hispanic,Male,19,Director of Sales,New York,Syracuse,13217,"$137,919.96 "
Black,Female,48,Software Developer,New York,Bronx,10464,"$272,571.75 "
White,Female,32,Librarian,New York,New York City,10120,"$181,980.13 "
White,Female,44,General Manager,New York,Brooklyn,11236,"$111,748.87 "
White,Female,42,Assistant Manager,New York,New York City,10275,"$258,225.01 "
White,Male,62,VP Sales,New York,Bronx,10474,"$166,554.94 "
Black,Female,51,Operator,New York,Utica,13505,"$252,731.46 "
White,Female,42,Sales Associate,New York,Syracuse,13205,"$113,618.90 "
White,Male,60,Nurse,New York,New York City,10014,"$294,516.62 "
Hispanic,Female,50,Senior Sales Associate,New York,Bronx,10474,"$77,835.60 "
White,Female,53,Account Coordinator,New York,New York City,10292,"$30,789.13 "
Hispanic,Female,67,Senior Editor,New York,Brooklyn,11225,"$119,243.67 "
White,Male,19,Payment Adjustment Coordinator,New York,Mount Vernon,10557,"$243,678.52 "
White,Female,24,Recruiter,New York,New York City,10131,"$139,788.98 "
Black,Male,21,Paralegal,New York,New York City,10160,"$134,713.06 "
White,Female,54,Sales Associate,New York,Syracuse,13205,"$236,688.49 "
Black,Female,29,Media Manager,New York,Brooklyn,11236,"$64,746.53 "
White,Male,58,Systems Administrator,New York,Port Washington,11054,"$92,853.95 "
White,Female,29,Social Worker,New York,Rochester,14609,"$250,813.05 "
Hispanic,Female,19,Registered Nurse,New York,Brooklyn,11236,"$127,454.23 "
Black,Female,43,Software Developer,New York,New Hyde Park,11044,"$117,268.52 "
White,Male,26,Sales Associate,New York,Rochester,14646,"$164,492.05 "
White,Female,64,Paralegal,New York,New York City,10203,"$184,055.29 "
Black,Female,30,Software Developer,New York,Jamaica,11436,"$100,386.15 "
White,Male,26,Software Developer,New York,Albany,12247,"$66,171.13 "
White,Female,65,Software Developer,New York,New York City,10184,"$296,664.25 "
White,Female,41,VP Product Management,New York,Rochester,14683,"$196,204.66 "
Hispanic,Male,42,Executive Assistant,New York,New York City,10009,"$171,812.50 "
Hispanic,Male,60,Software Developer,New York,Brooklyn,11247,"$162,298.89 "
White,Female,18,Physical Therapy Assistant,New York,Brooklyn,11231,"$50,047.68 "
White,Male,68,Senior Cost Accountant,New York,Rochester,14604,"$281,520.13 "
Black,Female,61,Graphic Designer,New York,Jamaica,11436,"$174,913.39 "
White,Male,43,Human Resources,New York,Elmira,14905,"$173,377.52 "
White,Female,32,Software Developer,New York,Syracuse,13205,"$80,642.06 "
Hispanic,Male,39,Nurse Practicioner,New York,Bronx,10454,"$83,304.17 "
White,Female,26,Systems Administrator,New York,Schenectady,12325,"$254,178.17 "
White,Female,19,Environmental Specialist,New York,Syracuse,13224,"$227,920.13 "
White,Female,50,Teacher,New York,Jamaica,11436,"$50,920.34 "
Black,Female,19,Business Systems Development Analyst,New York,Bronx,10464,"$154,476.95 "
Asian,Female,62,Environmental Specialist,New York,Flushing,11388,"$125,020.13 "
White,Male,51,Software Developer,New York,Syracuse,13224,"$215,070.38 "
White,Female,68,Pharmacist,New York,Albany,12247,"$197,106.06 "
White,Female,66,Biostatistician,New York,New York City,10024,"$112,931.09 "
Hispanic,Female,62,Sales Associate,New York,New York City,10014,"$236,752.93 "
Hispanic,Male,30,Sales Associate,New York,New York City,10125,"$176,430.73 "
White,Male,69,Paralegal,New York,Buffalo,14210,"$194,752.04 "
Other,Female,40,Sales Associate,New York,Jamaica,11499,"$260,292.84 "
Black,Male,50,Software Consultant,New York,Brooklyn,11205,"$197,476.99 "
White,Female,33,Executive Assistant,New York,Buffalo,14210,"$86,830.63 "
White,Male,19,Research Associate,New York,Albany,12242,"$108,992.31 "
White,Male,71,Software Developer,New York,Brooklyn,11215,"$122,015.85 "
Hispanic,Female,43,Sales Associate,New York,Bronx,10464,"$273,466.68 "
Other,Female,53,Web Designer,New York,New York City,10150,"$74,380.16 "
White,Female,29,Help Desk Technician,New York,Albany,12237,"$132,154.96 "
White,Female,55,Human Resources,New York,New York City,10203,"$210,670.20 "
White,Female,59,Web Designer,New York,New York City,10039,"$214,289.34 "
Hispanic,Male,22,Data Coordiator,New York,New York City,10004,"$179,923.35 "
White,Male,69,Account Executive,New York,New York City,10184,"$201,569.22 "
Asian,Female,37,Legal Assistant,New York,Staten Island,10305,"$239,938.14 "
Other,Male,66,General Manager,New York,Utica,13505,"$195,850.75 "
White,Male,25,Staff Scientist,New York,Buffalo,14220,"$109,371.08 "
White,Female,66,Librarian,New York,Rochester,14639,"$69,313.87 "
White,Male,43,Administrative Officer,New York,Albany,12222,"$127,222.13 "
Hispanic,Female,36,Sales Associate,New York,Bronx,10474,"$236,131.44 "
White,Male,34,VP Marketing,New York,Buffalo,14269,"$137,047.41 "
White,Male,39,Marketing Assistant,New York,Albany,12222,"$262,145.38 "
White,Male,18,Nurse,New York,New York City,10249,"$243,181.04 "
White,Male,56,Database Administrator,New York,Brooklyn,11205,"$202,383.82 "
Other,Male,51,Sales Associate,New York,New York City,10099,"$120,807.36 "
Black,Male,20,Assistant Professor,New York,Albany,12205,"$47,373.88 "
Hispanic,Female,59,Research Associate,New York,Rochester,14639,"$43,529.98 "
Black,Male,70,Sales Associate,New York,New York City,10039,"$35,857.22 "
White,Male,59,Junior Executive,New York,Schenectady,12325,"$216,766.80 "
Black,Male,20,Cost Accountant,New York,New York City,10165,"$42,374.48 "
Hispanic,Male,42,Operator,New York,Rochester,14652,"$33,852.09 "
White,Female,34,Electrician,New York,Bronx,10454,"$62,398.52 "
White,Female,48,Accountant,New York,Buffalo,14225,"$133,727.38 "
White,Male,58,Graphic Designer,New York,Buffalo,14210,"$246,014.00 "
White,Male,32,Account Coordinator,New York,Jamaica,11407,"$287,446.97 "
Black,Male,59,Administrative Officer,New York,Syracuse,13217,"$257,176.81 "
Hispanic,Female,39,Assistant Manager,New York,New York City,10165,"$166,888.49 "
Hispanic,Male,52,Software Consultant,New York,Brooklyn,11225,"$119,008.56 "
Black,Male,46,Geologist,New York,New York City,10024,"$242,941.86 "
White,Male,68,Help Desk Technician,New York,Brooklyn,11220,"$57,659.89 "
Hispanic,Male,61,Financial Analyst,New York,Staten Island,10305,"$229,865.23 "
White,Female,45,Database Administrator,New York,New York City,10270,"$215,527.01 "
